beer_id,name,brewery,style,alcohol,release_date,rating,ibu,hops,malts,additives
215,Abbaye des Rocs Brune 1979,Abbaye des Rocs,Belgian Strong Dark Ale,6.8,2010-12-16,3.64,26,unknown,unknown,unknown
216,Abbaye des Rocs Grand Cru,Abbaye des Rocs,Belgian Strong Dark Ale,6.8,2010-08-21,3.75,26,unknown,unknown,unknown
217,Blanche des Honnelles,Abbaye des Rocs,Wheat Beer - Witbier / Blanche,6,1991-01-01,3.38,14,unknown,unknown,unknown
218,Mont des Cats,Abbaye du Mont des Cats,Belgian Strong Golden Ale,6.8,2005-08-22,3.53,15,unknown,unknown,unknown
219,Tre Fontane Tripel (2020),Abbazia Tre Fontane,Belgian Tripel,6.8,2020-04-13,3.6,27,unknown,unknown,unknown
220,Tre Fontane Tripel,Abbazia Tre Fontane,Belgian Tripel,6.8,2013-04-07,3.6,30,unknown,unknown,unknown
221,TOP 07 / ТОП 07,ABC & КУЛИNAR,Wheat Beer - Hefeweizen,6.7,2023-04-26,3.56,13,unknown,unknown,unknown
222,Stolen Seabuckthorns,ÅBEN,Sour - Fruited Berliner Weisse,5.4,2020-01-17,3.27,8,unknown,unknown,unknown
223,Stolen Passion Fruits,ÅBEN,Sour - Fruited Berliner Weisse,5.4,2020-01-17,3.52,8,unknown,unknown,unknown
224,Citreae,ÅBEN,Sour - Traditional Gose,4.5,2020-01-17,3.33,10,unknown,unknown,unknown
225,Подкрадули,4BREWERS & Share House & Ability Brewing Project,Sour - Fruited,6,2023-06-15,4.2,11,unknown,unknown,unknown
226,Амбурана Королева Сельвы,Cosmic City & Ability Brewing Project,Stout - Russian Imperial,6.8,2023-04-28,4.18,52,unknown,unknown,unknown
227,Meltdown,Saliwa Brew & Ability Brewing Project,IPA - New England / Hazy,6.5,2023-04-17,4.16,25,unknown,unknown,unknown
228,System,Saliwa Brew & Ability Brewing Project,IPA - New England / Hazy,6.8,2023-04-17,4.16,25,unknown,unknown,unknown
229,Big Smoke’s Last Joint,Bottle Share & Ability Brewing Project,IPA - American,6.5,2022-08-17,3.91,50,unknown,unknown,unknown
230,Flirt And Forget,Ability Brewing Project,Sour - Fruited,6,2021-10-22,4.36,11,unknown,unknown,unknown
231,Piercing the Sky,Ability Brewing Project,Sour - Fruited,6.2,2021-10-22,4.44,11,unknown,unknown,unknown
232,Sorry I’m Late,Ability Brewing Project,Sour - Fruited,6.6,2021-06-11,4.34,11,unknown,unknown,"Cherry, Nectarine, Apricot, Almonds"
233,Fraternal Fusion,Ability Brewing Project,Sour - Fruited,5.8,2021-06-11,4.26,11,unknown,unknown,"Cranberry, Cowberry, Blackberry, Blueberry, Pomegranate, Vanilla, Cinnamon"
234,ABK EDEL 2021,ABK (Aktienbrauerei Kaufbeuren),Pilsner - German,0,2021-10-22,3.57,28,unknown,unknown,unknown
235,Hell,ABK (Aktienbrauerei Kaufbeuren),Lager - Helles,5,2021-05-09,3.41,18,unknown,unknown,unknown
236,Fels / Pils,ABK (Aktienbrauerei Kaufbeuren),Pilsner - German,4.2,2017-08-14,3.39,25,unknown,unknown,unknown
237,Schwarz,ABK (Aktienbrauerei Kaufbeuren),Schwarzbier,4.9,2017-01-20,3.53,18,unknown,unknown,unknown
238,Dunkel 'Urbayerisch',ABK (Aktienbrauerei Kaufbeuren),Lager - Munich Dunkel,5,2012-01-09,3.51,18,unknown,unknown,unknown
239,Hefeweizen Anno 25,ABK (Aktienbrauerei Kaufbeuren),Wheat Beer - Hefeweizen,5.2,2011-04-04,3.45,16,unknown,unknown,unknown
240,Hell 'Das Blaue',ABK (Aktienbrauerei Kaufbeuren),Lager - Helles,5,2011-03-17,3.39,18,unknown,unknown,unknown
241,Edel 'Spezialbier',ABK (Aktienbrauerei Kaufbeuren),Lager - Dortmunder / Export,5.8,2011-01-06,3.45,21,unknown,unknown,unknown
242,Fuck 2021 As Well,Abomination Brewing Company,IPA - Imperial / Double New England / Hazy,6.8,2021-12-28,4.21,39,unknown,unknown,unknown
243,Rare Fog (2021),Abomination Brewing Company,IPA - Triple New England / Hazy,6.8,2021-08-16,4.21,39,unknown,unknown,unknown
244,Aesthetica,Dogma & AbsurdBrew,Stout - Russian Imperial,6.8,2020-03-27,4.12,30,unknown,unknown,unknown
245,Queen of Hrts,Accomplice Beer Company,Red Ale - Imperial / Double,6.8,2019-03-20,3.53,53,unknown,unknown,unknown
246,Tortuga,Achtel,Porter - English,6.5,2022-11-28,3.68,22,unknown,unknown,unknown
247,Blood Hunger,Achtel,Sour - Other Gose,4.5,2022-11-28,3.68,10,unknown,unknown,unknown
248,BDSA,Achtel,Belgian Strong Dark Ale,6.8,2022-08-28,3.68,26,unknown,unknown,unknown
249,Grissete Blanche,Achtel,Farmhouse Ale - Grisette,4.5,2022-07-26,3.68,12,unknown,unknown,unknown
250,Insomnia,Achtel,Stout - Coffee,5.2,2022-02-24,3.68,20,unknown,unknown,unknown
251,Sungeiser,Achtel,Wheat Beer - Witbier / Blanche,4.5,2022-02-24,3.68,12,unknown,unknown,unknown
252,Way of Columbus,Achtel,IPA - American,6,2021-08-05,3.6,50,"Columbus, Amarillo, Galaxy, El Dorado",unknown,unknown
253,Lady In Black,Achtel,Stout - Milk / Sweet,6,2021-05-27,3.86,30,unknown,unknown,unknown
254,Jedi’s Juice,Achtel,IPA - New England / Hazy,6.5,2021-04-29,4.1,30,unknown,unknown,unknown
255,Rough Boy,Achtel,IPA - American,5.7,2020-11-27,3.15,55,"El Dorado, Azacca, Amarillo","Pale Ale, Crystal",unknown
256,Coolab7 vol.7: 7:24,Browar Birbant & Acid Joe,Stout - Russian Imperial,6.8,2021-11-30,3.84,52,unknown,unknown,unknown
257,Cooneys Irish Cider,Adams Cider Company,Cider - Traditional / Apfelwein,4.5,2017-05-02,3.4,13,unknown,unknown,unknown
258,Devils Bit Mountain Cider,Adams Cider Company,Cider - Traditional / Apfelwein,6,2014-02-23,3.25,13,unknown,unknown,unknown
259,Jack Brand New England IPA,Adnams,IPA - New England / Hazy,6,2018-04-05,3.64,50,unknown,unknown,unknown
260,Jack Brand Earl Grey Lager,Adnams,Lager - Pale,5,2017-04-24,3.52,19,unknown,unknown,unknown
261,Jack Brand Ease Up IPA,Adnams,IPA - Session,4.6,2015-12-09,3.55,33,unknown,unknown,unknown
262,Jack Brand Innovation,Adnams,IPA - American,6.7,2013-10-06,3.46,49,unknown,unknown,unknown
263,Ghost Ship,Adnams,Pale Ale - English,4.5,2010-11-15,3.49,40,unknown,unknown,unknown
264,Broadside,Adnams,Bitter - Session / Ordinary,4.7,2010-08-21,3.48,33,unknown,unknown,unknown
265,Maple Vanilla Choc Chip Scoop Imperial Stout,Vault City Brewing & Adroit Theory,Stout - Imperial / Double Pastry,6.8,2023-07-25,4.28,35,unknown,unknown,unknown
266,Future You Hates You (Ghost 1292),Adroit Theory & Cushwa Brewing Company,Stout - Russian Imperial,6.8,2022-10-18,4.12,52,unknown,unknown,unknown
267,Your New Religion (Ghost 1072),Adroit Theory,IPA - Triple,6.8,2021-08-30,4.08,110,unknown,unknown,unknown
268,Auto-Immolation (Ghost 1054),Adroit Theory,IPA - Imperial / Double,6.8,2021-08-16,3.94,74,unknown,unknown,unknown
269,Miscreants (Ghost 1020),Adroit Theory,IPA - Imperial / Double,6.8,2021-07-05,3.81,74,unknown,unknown,unknown
270,Auto-Trepanation (Ghost 1018),Adroit Theory,Barleywine - American,6.8,2021-07-05,3.8,58,unknown,unknown,unknown
271,REFUSE (Ghost 1028),Adroit Theory,IPA - Triple,6.8,2021-06-21,4.06,110,unknown,unknown,unknown
272,Operation: Warfare [Subversion] (Ghost 985),Adroit Theory,IPA - Imperial / Double,6.8,2021-04-05,4.08,74,unknown,unknown,unknown
273,Telekinesis (Ghost 978),Adroit Theory,IPA - Imperial / Double,6.8,2021-04-02,4.03,74,unknown,unknown,unknown
274,Therapy Sessions (Ghost 984),Adroit Theory,Stout - Russian Imperial,6.8,2021-03-29,4.06,52,unknown,unknown,unknown
275,Illusion of Safety [Blueberry + Plum + Pomegranate] (Ghost 982),Adroit Theory,Sour - Fruited Gose,3,2021-03-22,4.26,9,unknown,unknown,unknown
276,Constructive Destruction (Ghost 972),Adroit Theory,IPA - Triple,6.8,2021-03-15,4.14,110,unknown,unknown,unknown
277,Illusion of Safety [Black Currant + Plum + Cherry] (Ghost 974),Adroit Theory,Sour - Fruited Gose,3,2021-03-15,4.21,9,unknown,unknown,unknown
278,Moment of Impact [coffee + coconut + cacao + vanilla + mint] (Ghost 977),Adroit Theory,Stout - Russian Imperial,6.8,2021-03-15,4.16,52,unknown,unknown,unknown
279,Elegy [death Edition] (Ghost 968),Adroit Theory,IPA - Imperial / Double,6.8,2021-03-01,4.12,74,unknown,unknown,unknown
280,REVOLT (Ghost 971),Adroit Theory,IPA - Triple,6.8,2021-03-01,4.1,110,unknown,unknown,unknown
281,Evangelion XVIII [Lilin] (Ghost 970),Adroit Theory,IPA - Triple,6.8,2021-03-01,4.16,110,unknown,unknown,unknown
282,Coven (Ghost 969),Adroit Theory,Stout - Russian Imperial,6.8,2021-03-01,4.03,52,unknown,unknown,unknown
283,The Death of Civilization In Slow Motion IV (Ghost 962),Adroit Theory,IPA - Imperial / Double New England / Hazy,6.8,2021-02-15,4.16,39,unknown,unknown,unknown
284,Cannibalism (Ghost 964),Adroit Theory,Stout - Russian Imperial,6.8,2021-02-15,4.08,52,unknown,unknown,unknown
285,Oceans Apart,Varvar Brew & Aegir Project,Sour - Other Gose,5,2022-06-24,3.73,11,unknown,unknown,unknown
286,Grepfruit,Aero,Fruit Beer,3.5,2022-07-15,3.38,15,unknown,unknown,unknown
287,Metaoverhype,AF Brew & Zagovor Brewery & Wild Lab & Stamm Brewing,Stout - Imperial / Double,6.8,2023-11-07,4.03,48,unknown,unknown,unknown
288,Infrared Alert,AF Brew & Wild Lab,Sour - Fruited Gose,6.5,2023-09-22,3.71,9,unknown,unknown,unknown
289,5C,AF Brew & Salden’s Brewery,IPA - Triple,6.8,2023-09-07,3.9,100,unknown,unknown,unknown
290,Multiple Phantasm,AF Brew & Midnight Project,IPA - Imperial / Double New England / Hazy,6.8,2023-08-26,3.96,40,unknown,unknown,unknown
291,Rice of the Yuzu,AF Brew,Lager - Other,4.5,2023-08-12,3.61,14,unknown,unknown,unknown
292,Lobotomy XI,AF Brew,Stout - Imperial / Double,6.8,2023-06-29,4.21,50,unknown,unknown,unknown
293,Make Love Not Squalor,AF Brew,IPA - Session,4.5,2023-06-29,3.78,20,unknown,unknown,unknown
294,Joy of Lollipopping: Pineapple ∙ Guava ∙ Lime,AF Brew,Sour - Fruited,4,2023-06-29,3.99,11,unknown,unknown,unknown
295,The Strato,AF Brew,IPA - Imperial / Double New England / Hazy,6.8,2023-06-29,3.82,40,unknown,unknown,unknown
296,Pinch Me If You Can,AF Brew,Sour - Fruited Berliner Weisse,5.3,2023-05-23,3.53,8,unknown,unknown,unknown
297,Kiss Kiss Meow Meow DDH Medusa,AF Brew,IPA - Sour,6.8,2023-05-16,3.79,20,unknown,unknown,unknown
298,Kiss Kiss Meow Meow DDH Nectaron,AF Brew,IPA - Sour,6.8,2023-05-16,3.73,20,unknown,unknown,unknown
299,Frecciarossa,AF Brew,Sour - Fruited,5,2023-04-18,3.54,11,unknown,unknown,unknown
300,Sour Diesel Therapy: Guava ∙ Pineapple ∙ Peach,AF Brew,Sour - Fruited,6,2023-03-14,3.58,11,unknown,unknown,unknown
301,Triple Vista,AF Brew,IPA - Triple New England / Hazy,6.8,2023-01-24,3.79,20,unknown,unknown,unknown
302,Double Vista,AF Brew,IPA - Imperial / Double New England / Hazy,6.8,2023-01-24,3.82,20,unknown,unknown,unknown
303,33 cl,AF Brew,Sour - Fruited Berliner Weisse,5.3,2022-12-15,3.42,8,unknown,unknown,unknown
304,...And Happy New Year!,AF Brew,Sour - Fruited,6,2022-12-03,3.79,11,unknown,unknown,unknown
305,Thiolize Here! Thiolize There!,AF Brew,IPA - Imperial / Double New England / Hazy,6.8,2022-12-02,3.88,20,unknown,unknown,unknown
306,Mezga,AF Brew & Stamm Brewing,Fruit Beer,6.8,2022-10-31,4.06,15,unknown,unknown,unknown
307,Affligem Blonde,Affligem Brouwerij,Belgian Blonde,6.8,2021-02-20,3.54,23,unknown,unknown,unknown
308,Affligem Dubbel,Affligem Brouwerij,Belgian Dubbel,6.8,2019-06-13,3.45,23,unknown,unknown,unknown
309,My Way or the Way Way,Against the Grain Brewery & Way Beer,Bock - Doppelbock,6.8,2017-10-03,3.84,26,unknown,unknown,unknown
310,Pretty Willie's Imperial Stout,Against the Grain Brewery,Stout - Russian Imperial,6.8,2017-07-11,4.23,75,unknown,unknown,unknown
311,Bo & Luke,Against the Grain Brewery & Brouwerij de Molen,Stout - Imperial / Double,6.8,2012-09-25,4.13,83,unknown,unknown,unknown
312,London Balling,Against the Grain Brewery,Barleywine - Other,6.8,2012-02-23,4.03,41,"Nugget, East Kent Golding",unknown,unknown
313,Marillenbier,AH Bräu,Farmhouse Ale - Saison,4.5,2017-11-01,3.04,24,unknown,unknown,unknown
314,Английский Эль,AirCraft,Bitter - Session / Ordinary,5.2,2017-06-24,2.74,35,unknown,unknown,unknown
315,Black DIPA (Black Big Mama + Bhut Jolokia Red),AK Brewery,IPA - Black / Cascadian Dark Ale,6.8,2023-10-27,3.61,75,unknown,unknown,unknown
316,Black DIPA (Black Big Mama),AK Brewery,IPA - Black / Cascadian Dark Ale,6.8,2023-09-23,3.61,75,unknown,unknown,unknown
317,Black DIPA (Bhut Jolokia Red Version),AK Brewery,IPA - Imperial / Double Black,6.8,2023-09-23,3.61,75,unknown,unknown,unknown
318,Берлинское пшеничное,AK Brewery,Wheat Beer - Other,4.2,2023-09-19,3.4,15,unknown,unknown,unknown
319,Венское особое,AK Brewery,Blonde Ale,5.6,2023-06-16,3.61,12,unknown,unknown,unknown
320,Cascadian APA,AK Brewery,Pale Ale - American,6.2,2022-03-29,3.48,30,unknown,unknown,unknown
321,Offsyanka,AK Brewery,Stout - Oatmeal,5.5,2022-03-12,3.61,20,unknown,unknown,unknown
322,Black DIPA Papper Style,AK Brewery,IPA - Imperial / Double Black,6.8,2021-12-23,3.96,75,unknown,unknown,unknown
323,Black DIPA,AK Brewery,IPA - Imperial / Double Black,6.8,2021-12-18,3.79,111,unknown,unknown,unknown
324,Тёмное,AK Brewery,Dark Ale,5,2021-09-01,2.93,12,unknown,unknown,unknown
325,Светлое нефильтрованное,AK Brewery,Blonde Ale,4.2,2021-07-23,3.19,12,unknown,unknown,unknown
326,Red Heat,AK Brewery,IPA - Red,5.6,2021-06-21,3.61,60,"Citra, Chinook",unknown,unknown
327,Портер ,AK Brewery,Porter - Coffee,6.2,2021-01-21,3.61,20,unknown,unknown,unknown
328,IPA ССС,AK Brewery,IPA - American,6.9,2019-10-25,3.96,54,unknown,unknown,unknown
329,Шоколадный имперский стаут,AK Brewery,Stout - Imperial / Double Oatmeal,6.8,2019-10-25,3.95,52,unknown,unknown,unknown
330,Шоколадно-кокосовый стаут,AK Brewery,Stout - Oatmeal,5.9,2019-10-25,4,35,unknown,unknown,unknown
331,Ржаное пиво,AK Brewery,Roggenbier,5.9,2019-10-25,3.56,14,unknown,unknown,unknown
332,Каскад IPA,AK Brewery,IPA - American,6.4,2019-07-15,3.61,50,"Polaris, Topaz, Cascade","Pale Ale, Pilsner",unknown
333,Светлый эль Майский,AK Brewery,Blonde Ale,4.5,2019-05-17,3.46,18,"Cascade, Fuggle","Pilsner, Vienna",unknown
334,Gothic,Aksel Phantom Brewery,Porter - Other,5.8,2023-03-07,3.58,10,unknown,unknown,unknown
335,German Pale Ale,Alamo Beer Company,Pale Ale - Other,5.2,2015-03-07,3.41,26,unknown,unknown,unknown
336,India Pale Ale,Alaryk,IPA - English,6,2016-12-17,3.4,65,unknown,unknown,unknown
337,Мешаешь: Пунш,Alaska Brewery,Sour - Fruited,6,2023-12-15,3.73,11,unknown,unknown,unknown
338,Братья Стругали: Селедка под шубой,Alaska Brewery,Sour - Other Gose,5,2023-11-29,3.61,9,unknown,unknown,unknown
339,Мешаешь: Негрони,Alaska Brewery,Sour - Other,6,2023-11-23,3.55,16,unknown,unknown,unknown
340,Nitro Oyster,Alaska Brewery,Stout - Irish Dry,6,2023-10-26,3.65,28,unknown,unknown,unknown
341,Кухни мира: Американский Бургер,Alaska Brewery,Sour - Other Gose,6.5,2023-10-23,3.68,9,unknown,unknown,unknown
342,Огородишь: Хэллоуин,Alaska Brewery,Sour - Other Gose,6.5,2023-10-20,3.8,9,unknown,unknown,unknown
343,Кухни мира: Мексика энчилада,Alaska Brewery,Sour - Other Gose,5,2023-10-02,4,9,unknown,unknown,unknown
344,Ежевичный тарт,Alaska Brewery & Boozy Kitchen,Sour - Smoothie / Pastry,6.5,2023-09-10,3.95,9,unknown,unknown,unknown
345,Кухни мира: Вагю рамен,Alaska Brewery,Sour - Other Gose,5,2023-08-16,3.71,9,unknown,unknown,unknown
346,Кухни мира: Анчоусы по-корейски,Alaska Brewery,Sour - Other Gose,6.5,2023-08-16,3.18,9,unknown,unknown,unknown
347,Огородишь: Каролинский Жнец,Alaska Brewery,Sour - Other Gose,6.5,2023-08-10,3.83,9,unknown,unknown,unknown
348,Бутлегер: Апероль,Alaska Brewery,Mead - Other,6.8,2023-06-19,3.49,16,unknown,unknown,unknown
349,огородишь: Маринованные помидорки,Alaska Brewery,Sour - Other Gose,6,2023-06-09,3.9,9,unknown,unknown,unknown
350,кухни мира: Рамен,Alaska Brewery,Sour - Other Gose,5,2023-06-09,3.95,9,unknown,unknown,unknown
351,"огородишь: Огурец, Петрушка, Перец",Alaska Brewery,Sour - Other Gose,5.5,2023-06-06,2.87,9,unknown,unknown,unknown
352,Залечь на дно в Брюгге,Alaska Brewery,Belgian Strong Dark Ale,6.8,2023-05-19,3.88,26,unknown,unknown,unknown
353,"огородишь: Помидор, Укроп, Чили",Alaska Brewery,Sour - Other Gose,6.5,2023-05-19,3.74,9,unknown,unknown,unknown
354,бутлегер: Limoncello,Alaska Brewery,Mead - Other,6.8,2023-04-20,3.56,16,unknown,unknown,unknown
355,бутлегер: BRANDY,Alaska Brewery,Barleywine - Other,6.8,2023-04-13,3.84,41,unknown,unknown,unknown
356,"Груша, Банан",Alaska Brewery,Sour - Fruited,5.5,2023-03-23,3.8,11,unknown,unknown,unknown
357,Amber,Alaskan Brewing Co.,Altbier,5.3,2010-08-21,3.61,18,unknown,unknown,unknown
358,IPA New England Eldorado Single Hop,Albion Brewery,IPA - New England / Hazy,6,2022-01-25,3.86,25,unknown,unknown,unknown
359,Czesky Pivo Lager,Albion Plus,Pilsner - Czech / Bohemian,4.6,2019-08-16,3.02,28,unknown,unknown,unknown
360,Horal 11,Albion Plus,Pilsner - Czech / Bohemian,4.6,2017-09-04,2.91,28,unknown,unknown,unknown
361,Ressurection IPA,Albuquerque Brewing Company,IPA - American,6.8,2015-09-26,3.65,60,unknown,unknown,unknown
362,Mango Banana (Манго-банан),Alcatraz_brewery,Mead - Other,4.9,2021-09-10,3.04,16,unknown,unknown,unknown
363,High Pressure Tomato Gose With Basil,Alcatraz_brewery,Sour - Other Gose,6.5,2021-08-16,3.66,9,unknown,unknown,unknown
364,Аджаб сандал,Alcatraz_brewery,Sour - Traditional Gose,5.5,2021-07-09,3.69,10,unknown,unknown,unknown
365,Low Pressure,Alcatraz_brewery,Sour - Traditional Gose,6.5,2021-03-02,3.67,10,unknown,unknown,unknown
366,High Pressure,Alcatraz_brewery,Sour - Traditional Gose,6.5,2021-02-10,3.51,10,unknown,unknown,unknown
367,Banana Monster,Alcatraz_brewery,IPA - Milkshake,6.5,2021-02-07,3.38,20,unknown,unknown,unknown
368,Сорвиголова,Alcatraz_brewery,IPA - American,6.8,2021-01-23,3.57,70,unknown,unknown,unknown
369,Kind of Magic,Browar Nepomucen & Alchemik,Sour - Smoothie / Pastry,6.8,2022-12-17,3.71,9,unknown,unknown,unknown
370,Aurum 79,Alchemist Brew Lab,Golden Ale - Other,5.5,2016-12-23,3.28,30,unknown,unknown,unknown
371,Heady Scent,Alchemist Brew Lab,IPA - American,5.8,2016-09-19,3.38,50,unknown,unknown,unknown
372,Blackest Berries,Alcove,Mead - Melomel,6.8,2022-08-17,4.39,12,unknown,unknown,unknown
373,Dark Desire,Alcove,Mead - Melomel,6.8,2022-06-23,4.4,12,unknown,unknown,unknown
374,Perfect Pie,Alcove & On the Bones,Mead - Cyser,6.8,2022-06-23,4.28,10,unknown,unknown,unknown
375,Purple Potion,Alcove,Mead - Melomel,6.8,2021-06-23,4.36,12,unknown,unknown,Blueberry
376,Crimson Catch,Alcove,Mead - Melomel,6.8,2021-06-23,4.38,12,unknown,unknown,"Lingonberry, Cranberry"
377,Accent [Acacia],Alcove,Mead - Traditional,6.8,2021-01-29,4.27,10,unknown,unknown,unknown
378,Mežpils,Aldaris,Pilsner - Other,5.3,2014-01-24,3.06,27,unknown,unknown,unknown
379,Gaišais,Aldaris,Lager - Euro Pale,5,2012-06-18,2.88,20,unknown,unknown,unknown
380,Alpine Pils - Funky Fluid x Alder,Funky Fluid & Alder Beer Co.,Pilsner - German,4.6,2022-09-21,3.62,50,unknown,unknown,unknown
381,Karlskrone Premium Pilsener,ALDI Stores Germany South / Süd,Pilsner - German,4.9,2011-06-12,2.46,28,unknown,unknown,unknown
382,St. Pierre Blond,Brouwerij Palm & ALDI Stores UK,Belgian Blonde,6.5,2020-09-16,3.36,23,unknown,unknown,unknown
383,Taurus Dark Fruit,ALDI Stores UK,Cider - Other Fruit,4,2016-04-01,2.98,10,unknown,unknown,unknown
384,Hu$h Money,Ale Asylum,IPA - American,6.8,2016-02-27,3.72,49,unknown,unknown,unknown
385,Фюрт,Ale It...,Wheat Beer - Witbier / Blanche,4.5,2018-09-06,3.01,14,unknown,unknown,unknown
386,Робин гуд Wood Aged British Ale,Ale Point Brewery,Strong Ale - English,6.8,2020-07-09,3.61,30,unknown,unknown,unknown
387,Císařský Ležák,Ale Syndicate,Pilsner - Imperial / Double,6.8,2021-04-01,3.48,60,unknown,unknown,unknown
388,Cuvée de Montagne Rouge,Ale Syndicate & Pijma,Cider - Graff,6,2021-03-15,4.01,16,unknown,unknown,unknown
389,#StandWithUkraine,Ale-Mania & Dukebergh's,IPA - Session,4.1,2022-03-14,3.7,33,unknown,unknown,unknown
390,Fresh Hop,Ale-Mania & Mein Sudhaus,Pale Ale - American,4.8,2021-11-23,3.44,35,unknown,unknown,unknown
391,GSM,Ale-Mania,IPA - New England / Hazy,6.9,2021-04-26,3.84,32,unknown,unknown,unknown
392,Bonkers,Ale-Mania,IPA - Imperial / Double New England / Hazy,6.8,2020-11-07,3.82,39,unknown,unknown,unknown
393,Imperial Herr Axolotl Black Currant,AleBrowar,Sour - Fruited Berliner Weisse,6.8,2022-10-12,3.81,8,unknown,unknown,unknown
394,#AleLab 06A: Calamansi,AleBrowar,IPA - Other,6.8,2021-04-10,3.34,46,unknown,unknown,unknown
395,#AleLab 05A: Fox On Hops,AleBrowar,IPA - Sour,6.1,2021-04-09,3.67,29,unknown,unknown,unknown
396,Herr Axolotl Japanese Quince,AleBrowar & Himburgs BrauKunstKeller,Sour - Fruited Berliner Weisse,3.8,2021-03-05,3.7,8,unknown,unknown,unknown
397,Hazy Ingrid,AleBrowar,IPA - American,6.8,2021-02-23,3.55,49,unknown,unknown,unknown
398,Yankee Monk,AleBrowar,Belgian Strong Dark Ale,6.8,2021-02-12,3.54,26,unknown,unknown,unknown
399,Hoppy Knut,AleBrowar,IPA - Black / Cascadian Dark Ale,6.8,2020-11-13,3.74,56,unknown,unknown,unknown
400,The Pastry Master Elderberry & Bird Cherry,AleBrowar,Sour - Fruited,5.1,2020-11-01,3.82,11,unknown,unknown,unknown
401,The Pastry Master Strawberry & Mascarpone,AleBrowar,Sour - Fruited,5.1,2020-10-31,3.53,11,unknown,unknown,unknown
402,Never Seen 2,AleBrowar & Browar Monsters,Sour - Fruited,3.5,2020-09-21,3.4,11,unknown,unknown,unknown
403,B-Day 7.0 The Big Pig,Browar Pinta & AleBrowar,IPA - Other,5.1,2020-01-10,3.39,46,unknown,unknown,unknown
404,Mash Face,AleBrowar,IPA - Sour,3.6,2019-12-18,3.76,29,unknown,unknown,unknown
405,Derby Girl,AleBrowar,IPA - New England / Hazy,5.5,2019-12-07,3.36,32,"Chinook, Amarillo, Citra, Mosaic",unknown,unknown
